alias,comp,cond_sterling,cond_rivera,legi_sterling,legi_rivera,cond_rivera_original,legi_rivera_original
0330,marble,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0331,marble,fair,good,fair,good,1_sound_in_situ_or_leaning,2_all_legible
0332,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0333,marble,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0334,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0335,marble,good,good,good,good,2_sound_displaced,2_all_legible
0336,marble,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0337,marble,fair,good,fair,good,1_sound_in_situ_or_leaning,2_all_legible
0338,marble,fair,good,poor,poor,2_sound_displaced,5_illegible_destroyed
0339,marble,fair,gone,fair,,6_in_sterling_no_longer_identifiable_on_site,
0340,marble,good,good,good,fair,2_sound_displaced,3_mainly_legible
0341,marble,good,good,good,good,2_sound_displaced,2_all_legible
0342,marble,good,good,good,good,2_sound_displaced,2_all_legible
0343,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0344,marble,poor,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0345,marble,poor,gone,poor,,6_in_sterling_no_longer_identifiable_on_site,
0346,marble,poor,fair,poor,good,3_falling_apart_incomplete_recognizable,2_all_legible
0347,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0348,marble,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0349,marble,good,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0350,marble,good,good,good,poor,2_sound_displaced,5_illegible_destroyed
0351,marble,good,good,good,fair,2_sound_displaced,3_mainly_legible
0352,marble,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0353,marble,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0354,marble,fair,poor,fair,poor,4_collapsed_form_unknown,4_traces
0355,,,good,,,1_sound_in_situ_or_leaning,7_never_inscribed
0356,marble,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0357,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0358,marble,fair,gone,poor,,6_in_sterling_no_longer_identifiable_on_site,
0359,marble,fair,good,fair,poor,2_sound_displaced,4_traces
0360,marble,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0361,marble,fair,good,good,fair,2_sound_displaced,3_mainly_legible
0362,marble,fair,good,good,fair,2_sound_displaced,3_mainly_legible
0363,marble,,good,,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0364,marble,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0365,marble,poor,good,fair,fair,2_sound_displaced,3_mainly_legible
0366,marble,fair,fair,fair,fair,3_falling_apart_incomplete_recognizable,3_mainly_legible
0367,marble,poor,good,fair,poor,1_sound_in_situ_or_leaning,4_traces
0368,slate,fair,fair,good,good,3_falling_apart_incomplete_recognizable,1_mint
0369,slate,poor,fair,good,good,3_falling_apart_incomplete_recognizable,1_mint
0370,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0371,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0372,slate,fair,gone,good,,6_in_sterling_no_longer_identifiable_on_site,
0373,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0374,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0375,marble,poor,poor,poor,unknown,4_collapsed_form_unknown,6_face_down
0376,marble,poor,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0377,sandstone,poor,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0378,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0379,marble,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0380,sandstone,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0381,marble,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0382,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0383,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0384,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0385,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0386,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0387,slate,fair,fair,good,good,3_falling_apart_incomplete_recognizable,2_all_legible
0388,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0389,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0390,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0391,slate,good,good,fair,good,1_sound_in_situ_or_leaning,2_all_legible
0392,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0393,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0394,slate,good,good,good,good,2_sound_displaced,2_all_legible
0395,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0396,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0397,sandstone,poor,poor,poor,poor,4_collapsed_form_unknown,5_illegible_destroyed
0398,sandstone,fair,good,fair,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0399,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0400,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0401,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0402,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0403,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0404,slate,fair,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0405,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0406,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0407,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0408,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0409,slate,good,good,fair,good,1_sound_in_situ_or_leaning,2_all_legible
0410,slate,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0411,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0412,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0413,slate,good,good,good,fair,2_sound_displaced,3_mainly_legible
0414,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0415,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0416,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0417,slate,fair,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0418,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0419,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0420,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0421,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0422,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0423,marble,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0424,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0425,marble,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0426,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0427,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0428,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0429,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0430,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0431,slate,good,gone,good,,6_in_sterling_no_longer_identifiable_on_site,
0432,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0433,slate,fair,good,fair,fair,2_sound_displaced,3_mainly_legible
0434,slate,good,good,good,unknown,2_sound_displaced,6_face_down
0435,marble,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0436,marble,fair,fair,fair,unknown,3_falling_apart_incomplete_recognizable,6_face_down
0437,marble,fair,good,fair,unknown,2_sound_displaced,6_face_down
0438,marble,fair,good,fair,unknown,2_sound_displaced,6_face_down
0439,marble,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0440,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0441,slate,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0442,slate,good,gone,good,,6_in_sterling_no_longer_identifiable_on_site,
0443,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0444,slate,good,good,good,poor,1_sound_in_situ_or_leaning,4_traces
0445,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0446,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0447,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0448,marble,poor,good,poor,poor,2_sound_displaced,4_traces
0449,marble,fair,good,fair,good,1_sound_in_situ_or_leaning,2_all_legible
0450,marble,fair,good,fair,poor,2_sound_displaced,4_traces
0451,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0452,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0453,slate,good,good,good,good,2_sound_displaced,2_all_legible
0454,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0455,marble,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0456,marble,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0457,marble,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0458,marble,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0459,marble,fair,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0460,marble,fair,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0461,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0462,marble,fair,fair,fair,poor,3_falling_apart_incomplete_recognizable,4_traces
0463,marble,fair,good,fair,fair,2_sound_displaced,3_mainly_legible
0464,marble,fair,good,fair,poor,1_sound_in_situ_or_leaning,4_traces
0465,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0466,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0467,marble,poor,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0468,marble,fair,good,fair,poor,1_sound_in_situ_or_leaning,4_traces
0469,marble,fair,good,fair,good,1_sound_in_situ_or_leaning,1_mint
0470,marble,fair,good,fair,good,1_sound_in_situ_or_leaning,2_all_legible
0471,marble,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0472,marble,fair,good,fair,good,1_sound_in_situ_or_leaning,2_all_legible
0473,marble,fair,good,fair,fair,2_sound_displaced,3_mainly_legible
0474,marble,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0475,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0476,marble,poor,poor,poor,unknown,4_collapsed_form_unknown,6_face_down
0477,marble,poor,fair,good,good,3_falling_apart_incomplete_recognizable,2_all_legible
0478,marble,poor,fair,poor,fair,3_falling_apart_incomplete_recognizable,3_mainly_legible
0479,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0480,marble,poor,fair,poor,poor,3_falling_apart_incomplete_recognizable,4_traces
0481,marble,fair,good,poor,fair,2_sound_displaced,3_mainly_legible
0482,marble,fair,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0483,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0484,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0485,granite,good,good,good,good,2_sound_displaced,2_all_legible
0486,marble,fair,gone,poor,,6_in_sterling_no_longer_identifiable_on_site,
0487,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0488,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0489,marble,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0490,marble,fair,fair,poor,poor,3_falling_apart_incomplete_recognizable,4_traces
0491,marble,fair,fair,fair,fair,3_falling_apart_incomplete_recognizable,3_mainly_legible
0492,slate,fair,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0493,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0494,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0495,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0496,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0497,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0498,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0499,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0500,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0501,slate,good,fair,good,fair,3_falling_apart_incomplete_recognizable,3_mainly_legible
0502,slate,fair,fair,good,poor,3_falling_apart_incomplete_recognizable,4_traces
0503,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0504,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0505,slate,good,gone,good,,6_in_sterling_no_longer_identifiable_on_site,
0506,slate,good,good,good,poor,1_sound_in_situ_or_leaning,4_traces
0507,slate,fair,fair,good,poor,3_falling_apart_incomplete_recognizable,4_traces
0508,marble,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0509,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0510,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0511,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0512,marble,fair,gone,poor,,6_in_sterling_no_longer_identifiable_on_site,
0513,marble,,good,,poor,2_sound_displaced,4_traces
0514,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0515,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0516,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0517,marble,fair,good,fair,poor,1_sound_in_situ_or_leaning,4_traces
0518,marble,fair,poor,fair,poor,4_collapsed_form_unknown,5_illegible_destroyed
0519,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0520,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0521,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0522,marble,poor,fair,fair,poor,3_falling_apart_incomplete_recognizable,5_illegible_destroyed
0523,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0524,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0525,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0526,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0527,marble,poor,fair,poor,poor,3_falling_apart_incomplete_recognizable,5_illegible_destroyed
0528,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0529,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0530,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0531,slate,good,gone,good,,6_in_sterling_no_longer_identifiable_on_site,
0532,slate,poor,fair,good,good,3_falling_apart_incomplete_recognizable,2_all_legible
0533,marble,poor,poor,poor,poor,4_collapsed_form_unknown,5_illegible_destroyed
0534,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0535,marble,good,good,good,fair,2_sound_displaced,3_mainly_legible
0536,marble,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0537,marble,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0538,marble,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0539,marble,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0540,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0541,marble,fair,fair,poor,poor,3_falling_apart_incomplete_recognizable,4_traces
0542,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0543,slate,fair,gone,poor,,6_in_sterling_no_longer_identifiable_on_site,
0544,slate,fair,gone,good,,6_in_sterling_no_longer_identifiable_on_site,
0545,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0546,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0547,marble,poor,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0548,marble,poor,fair,fair,fair,3_falling_apart_incomplete_recognizable,3_mainly_legible
0549,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0550,marble,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0551,marble,fair,gone,poor,,6_in_sterling_no_longer_identifiable_on_site,
0552,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0553,marble,poor,fair,fair,fair,3_falling_apart_incomplete_recognizable,3_mainly_legible
0554,marble,fair,good,poor,good,2_sound_displaced,1_mint
0555,marble,fair,good,poor,fair,2_sound_displaced,3_mainly_legible
0556,slate,fair,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0557,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0558,marble,fair,gone,poor,,6_in_sterling_no_longer_identifiable_on_site,
0559,marble,fair,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0560,marble,fair,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0561,marble,fair,good,poor,poor,2_sound_displaced,4_traces
0562,marble,fair,good,poor,fair,2_sound_displaced,3_mainly_legible
0563,marble,fair,good,fair,poor,2_sound_displaced,4_traces
0564,marble,good,good,good,fair,2_sound_displaced,3_mainly_legible
0565,marble,good,good,good,fair,2_sound_displaced,3_mainly_legible
0566,marble,fair,good,good,good,1_sound_in_situ_or_leaning,1_mint
0567,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0568,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0569,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0570,marble,poor,good,good,fair,2_sound_displaced,3_mainly_legible
0571,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0572,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0573,slate,fair,poor,good,unknown,5_overgrown,6_face_down
0574,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0575,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0576,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0577,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0578,sandstone,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0579,sandstone,poor,good,poor,poor,2_sound_displaced,4_traces
0580,sandstone,poor,good,poor,fair,2_sound_displaced,3_mainly_legible
0581,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0582,slate,good,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0583,slate,poor,fair,,good,3_falling_apart_incomplete_recognizable,2_all_legible
0584,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0585,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0586,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0587,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0588,marble,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0589,marble,fair,good,poor,fair,2_sound_displaced,3_mainly_legible
0590,marble,fair,good,poor,poor,2_sound_displaced,4_traces
0591,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0592,marble,fair,fair,poor,poor,3_falling_apart_incomplete_recognizable,4_traces
0593,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0594,marble,fair,fair,fair,poor,3_falling_apart_incomplete_recognizable,4_traces
0595,marble,poor,good,poor,poor,2_sound_displaced,4_traces
0596,marble,fair,good,fair,fair,2_sound_displaced,3_mainly_legible
0597,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0598,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0599,granite,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0600,granite,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0601,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0602,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0603,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0604,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0605,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0606,slate,fair,fair,good,good,3_falling_apart_incomplete_recognizable,2_all_legible
0607,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0608,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0609,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0610,marble,fair,fair,poor,fair,3_falling_apart_incomplete_recognizable,3_mainly_legible
0611,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0612,marble,fair,good,poor,poor,2_sound_displaced,4_traces
0613,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0614,marble,poor,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0615,marble,poor,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0616,marble,poor,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0617,marble,poor,good,poor,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0618,sandstone,poor,fair,poor,poor,3_falling_apart_incomplete_recognizable,5_illegible_destroyed
0619,sandstone,poor,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0620,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0621,,,good,,poor,1_sound_in_situ_or_leaning,5_illegible_destroyed
0622,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0623,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0624,slate,good,good,good,poor,1_sound_in_situ_or_leaning,4_traces
0625,slate,good,good,good,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0626,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0627,marble,good,good,fair,poor,2_sound_displaced,4_traces
0628,marble,good,good,fair,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0629,marble,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0630,marble,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0631,marble,fair,good,poor,good,1_sound_in_situ_or_leaning,2_all_legible
0632,marble,fair,good,poor,good,1_sound_in_situ_or_leaning,2_all_legible
0633,marble,fair,good,poor,good,2_sound_displaced,2_all_legible
0634,marble,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0635,granite,good,fair,good,good,3_falling_apart_incomplete_recognizable,1_mint
0636,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0637,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0638,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0639,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0640,marble,fair,good,poor,poor,1_sound_in_situ_or_leaning,4_traces
0641,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0642,marble,fair,good,poor,fair,1_sound_in_situ_or_leaning,3_mainly_legible
0643,marble,fair,fair,poor,unknown,3_falling_apart_incomplete_recognizable,6_face_down
0644,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0645,marble,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0646,,,gone,,,6_in_sterling_no_longer_identifiable_on_site,
0647,marble,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0648,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0649,granite,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0650,marble,fair,good,poor,unknown,1_sound_in_situ_or_leaning,6_face_down
0651,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0652,marble,good,good,fair,good,1_sound_in_situ_or_leaning,2_all_legible
0653,marble,good,good,fair,unknown,2_sound_displaced,6_face_down
0654,slate,good,good,good,good,1_sound_in_situ_or_leaning,2_all_legible
0655,slate,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0656,marble,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
0657,marble,fair,good,good,good,2_sound_displaced,1_mint
0658,marble,good,good,good,good,1_sound_in_situ_or_leaning,1_mint
