hash256,birth_year_value,death_year_value,birth_city,birth_state,birth_city_lat_long,birth_country,death_city,death_state,death_country,death_city_latitude_longitude
54cdecb55df1b40a87923c7ef9cef766013ecc97fd8289a720b5de5ea4c76840,1780,1865,Swanzey,MA,"41.74916, -71.19123",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
cdc33426fc8f0ce5d77e6025e368bc8abf0f9e32a61b72c0a5c1a3d092215391,1780,1784,Cumberland,RI,"41.9638, -71.4314",United States of America,,,,
9d880af5a69d777e398afe80195742eee20ae251f17f3c61a25763b171896b75,1780,1864,Mandon,MA,,United States of America,Smithfield,RI,United States of America,"41.9217, -71.5481"
7e3f8a01bc8ee979e7c2cfade0bdedefe9941fb7389d51b98b2d1c1c0e2d5cdc,1781,1854,Dighton,MA,"41.81495, -71.12051",United States of America,,,,
d425b7df8cfaa4a1bd59b66fdfc2cc01bb148435f892a0d4f4c411f1887e2371,1781,1861,,,,,Warwick,RI,United States of America,"41.7001, -71.4595"
0e67639e2998f4fd51c2f04c6d9c71f434340eee8b8df513d9fc8153c893b271,1781,1833,Warwick,RI,"41.7001, -71.4595",United States of America,Pawtucket,MA,United States of America,"41.87915, -71.38178"
1d2a4863e857e800f64e2f01b10408bbe65dd198f42743b9304ff5e419bc4381,1781,1855,,,,,Newport,RI,United States of America,"41.49032, -71.31363"
d1553017ec277f83ab856d3348b1b595014564d5b51e470a6deade2cfa39cd00,1782,1807,Cheshire,CT,"41.5006, -72.9012",United States of America,,,,
b556b86fe8bc7a9c3514f10cbb88ccc315342281daaf3e61dfb65697cedeebf3,1782,1821,Killingworth,CT,"41.3583, -72.5644",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
4f6de90bb14fb82523ca830e105037720786e71d5c3439ce062aef970b3c2a98,1782,1865,Newport,RI,"41.49032, -71.31363",United States of America,,,,
904d4b62d37b8bb49f97cc7da2fa6f34c6d43de18253f185ab5963006ab06aa8,1782,1845,Foster,RI,"41.8514, -71.7579",United States of America,,,,
15abf7c6c284cb3c9a781456116d49c7b63d9b60b508f1a16415d995e640686c,1782,1837,Johnston,RI,"41.83069, -71.54211",United States of America,,,,
05bf9516fc4a0f6fd869c6b162f4afdacdfeb9aaca922cd2c982cb8f5c9d82c4,1782,1863,,,,France,Pomfret,CT,United States of America,"41.8972, -71.9611"
9d278269bac817de40f9ad00f6fe8d4534571c00959790da7158a171abd8348e,1782,1867,Douglas,MA,"42.0541, -71.7404",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
afc2e50762c3a394b7f1b7d0d2ba1426f94052b5c73801e71c04932d29b0aac7,1783,1864,Providence,RI,"41.82442, -71.41251",United States of America,Bristol,RI,United States of America,"41.67714, -71.26745"
5b09083ae9c4c873882dafd6aadb8bcddb21ee96a020cc107d93351d70454503,1783,1803,,,,,Marseilles,,France,"43.2992, 5.3703"
c6939d47b35dcae977f8feba597d61ef3f248646eb588f4202a6af899cfdcfae,1783,1810,,,,,Wilmington,NC,United States of America,"34.2317, -77.9415"
dde91ae0574ff3df4b532df7e3a2d442c38fb0a6b61dad7b148ce5f1e2280589,1783,1823,,,,,Sandusky,OH,United States of America,
2b92987ed5a01b1f122804ef5a1bafd0e04f96c2bc6632d9be9df81d79cb7257,1783,1878,Lyme,CT,"41.3948, -72.3525",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
14f6bdcbaa5e82da7b353769342e4b48e207d77256367d59212dc755abab175d,1783,1861,East Greenwich,RI,"41.66073, -71.45525",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
22feebbb922949280b0f274d95f1bc395168259b1a71917a898103c4cb07ce81,1783,1850,Providence,RI,"41.82442, -71.41251",United States of America,,,,
c449be2caaa8d33dc27c56502d6b132293bc79e89314af986197765174ae1712,1784,1848,Rochester,MA,"41.7355, -70.8220",United States of America,New York City,NY,United States of America,"40.7098, -74.0094"
2069f7b7591f8dd1cd25374e69e985335d2ad22a6a2df615e53d5acbbfa33eec,1784,1803,,,,,Havanna,,Cuba,"23.1366, -82.3611"
509c58a5142a96098018e6e2d98cb7d63f9064bc54b449a8f52831999d7120ad,1784,1860,,,,,Dorchester,MA,United States of America,"42.29687, -71.07450"
4140e73b78f0184e35fa8c3694bf7a13e20481689caeb87799007243b2916ed7,1784,1835,Salem,MA,"42.5199, -70.8972",United States of America,,,,
350144a2f6f8890b3612b2e6c972d928a1e589b98d92fc9a59f464c2a6db5b27,1784,1820,,,,Wales,Mobile,AL,United States of America,"30.6917, -88.0410"
aab379afbd82395a9794873704bf8a51114139d4d4676d3e727e5377cae22868,1785,1831,,,,,Buffalo,NY,United States of America,"42.8880, -78.8798"
317ddc08f4dd11f12e451d57b5df7872be40f4ff689312d994ad1316d87f4a95,1785,1822,Rochester,Colony of Plymouth,"41.7355, -70.8220",United States of America,,,,
d27b4c73162ea31adfe7b2338b81d6e25253e85aa66cf37d12dca3ed1d6462c9,1785,1863,Newport,RI,"41.49032, -71.31363",United States of America,,,,
133192ae3ea7d9c9fe7afd81e7206c83405d5a6698779c3bb746f0b999f2d74f,1785,1806,,,,,Boston,MA,United States of America,"42.3555, -71.0603"
8505ddb982dd6427284b6b919c04289c2efec90575c6cb8f644b0cc4649e5b9b,1785,1854,Warwick,RI,"41.7001, -71.4595",United States of America,Pawtucket,RI,United States of America,"41.87915, -71.38178"
309784e875b7ab6dbe9ecc6cc886866c6f39366a93a39e5eb0d6ccd20b6ab983,1786,1865,Attleborough,MA,"41.92482, -71.34976",United States of America,,,,
d06d3c2679c97eef2935d6fdfe36ee6b42f0c229ab87b2203dc4e2d502c278b6,1786,1857,Rehoboth,MA,"41.85396, -71.23999",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
df37646c99783383e19415be10b581c6903ed8aea303d0de75239ff242cfb432,1786,1846,Baltimore,MD,"39.2921, -76.6084",United States of America,,NY,United States of America,
614d833bc45cebd6458bd5765393d675302a9e2810cbeca6d6c4832cdc2b6d24,1786,1858,Little Compton,RI,"41.5091, -71.1701",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
9a72930c1f46e48fe4edbfba36b8a7b400ed03a376dbb72f6a875f6931daf9a8,1786,1814,,,,,Havana,,Cuba,"23.1366, -82.3611"
a159be1900d20b8332a8a1cfd9a1afa104286c67a3b2cc93eeccac1e8f1c75cd,1786,1837,Swansea,MA,"41.74916, -71.19123",United States of America,,,,
53cfcb818c477abf954ba1c0fc6478105646ce5130c059d29514deb7671b810e,1786,1821,Douglas,MA,"42.0541, -71.7404",United States of America,New York City,NY,United States of America,"40.7098, -74.0094"
bb592ec1e5a378a7a35383e97dab787ef11f11b6a7420303a34a3c07b953ba72,1786,1821,,,,,Newport,RI,United States of America,"41.49032, -71.31363"
c4cf17f67e094d90e56073176ad694cd66cee60e44af4c474c0599e118a929a9,1786,1858,Newport,RI,"41.49032, -71.31363",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
9ae4d4f3c94360db6e7300a2c3156e90c0bd6de6ff2ee090f27bf2148644ad79,1787,1923,,,,,Providence ,RI,United States of America,"41.82442, -71.41251"
266752325fdab877e2362dd5ffc73ce70c545e49bf47e6259dbe3a28f08308de,1787,1867,Charleston,SC,"32.7879, -79.9379",United States of America,,,,
ac94345b1f05ed6b4e3d1a66c3bc0d427d8095e757b611fcf7b532d1f47c243a,1787,1850,Swanzey,MA,"41.74916, -71.19123",United States of America,,,,
f50107a758eb939f1723c0fe2558ad20035661626e6ba5ebaf7bfad2ad0fbd84,1788,1850,Cumberland,RI,"41.9638, -71.4314",United States of America,,,,
f68a3af8e264b20d771953491dff9e8f446d233b0d7c583c39d0737c91a69276,1788,1832,Providence,RI,"41.82442, -71.41251",United States of America,,,,
98dd9d3daddec7a5be999b8cf526d5b7cbaed0b6a355895d5a57e8594f6d4b03,1788,1819,Braintree,MA,"42.21962, -71.00533",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
bbd3d820001dcc8dca495718972fbcba2be58e3f9d073cfc55542f914f0ac06a,1788,1850,Wayland,MA,"42.3649, -71.3583",United States of America,,,,
8d5254c5cd47eb15aeaa2609710b2038847e3d74c16c44ff743cb6502fbf41fb,1788,1819,Braintree,MA,"42.21962, -71.00533",United States of America,,,,
97f407cb33daaf682e66ab70619718ce3c8ac3b8bf6093c06da57029f2142fea,1788,1871,Glocester,RI,"41.9115, -71.7160",United States of America,,,,
3da88d789cd7aba662bd56354717f39f2bf1c39605d8e5c6afa6bd9f7fc72361,1788,1860,Providence,RI,"41.82442, -71.41251",United States of America,,,,
b83baf59c3d155bc87de867f080f47070a19c1aa11f02e3c5d657b0319ba3616,1789,1870,Weymouth,MA,"42.2201, -70.9387",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
b6180fee1ccc687abfa45a113b845b4ba5629921e8e9552bc6cf4e18f91962ee,1789,1833,Attleborough,MA,"41.92482, -71.34976",United States of America,Warwick,RI,United States of America,"41.7001, -71.4595"
894035026bac8d4652285ffb2e9b6aeb576ad1e5f254363ec4072cee8c28a3ad,1789,1879,Alexandria,VA,"38.80507, -77.04763",United States of America,,,,
c4c8a672e2333786ff817474f0ef15e45e099441a2e97d9d663e6dd2a370ea83,1789,1809,,,,,Fort William,,,
677a858c85ef393a0de413ce7e3aa80d7d41ebc9c9e9612e5554b28a9bb962df,1789,1842,Harwich,MA,"41.66958, -70.07732",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
90f75473c82b3bb941e64cd8439c53bc6001930a63136cf98918c35e9c3c0ac3,1789,1872,Alexandria,VA,"38.80507, -77.04763",United States of America,Ann Arbor,MI,United States of America,"42.28163, -83.74887"
a246fa61c7d2686ce1ccec1aabeea99f70bb4fa977b5285ab583a67b986de862,1790,1844,Taunton,MA,"41.9007, -71.0942",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
7e5b525068021c895a66d56d1411cfbb100f4d4f6b31175e6d065c0618c7be95,1790,1861,Plainfield,CT,"41.6770, -71.9134",United States of America,,,,
e87287a7a681f570b339eb5a1084c7ccfff3060386ef383e04759df2d8846bb5,1790,1846,Hudson,NY,,United States of America,,,,
da5e468bce36d7968c8d6415a28ce906c99e3e3c25f2d9a412bce9d0f9847a2e,1790,1866,Seekonk,MA,"41.8077, -71.3325",United States of America,,,,
92212dc64a7f6d9c15979ea4b0fc64527bcf3adce598d91e770f54512840b63f,1790,1868,Taunton,MA,"41.9007, -71.0942",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
b27d2d70c7b73ecaaca3fd7cc38aeb25c0bc6ed9994d8e769d8f49cf560f62ec,1791,1826,Foxberry,MA,,United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
39e74acf71413523f70ff627ebe7e0d9343f2155848a3774066d1878e8009155,1791,1849,Wickford,RI,"41.57430, -71.46177",United States of America,North Providence,RI,United States of America,"41.84987, -71.46598"
68154c8bad47eb42bf322ea9e4be92d7d7ce7d525c377c3e4107297d533256d7,1791,1864,,,,,Warwick,RI,United States of America,"41.7001, -71.4595"
046275fb9f1079639df5bcc68d0412febd48ab415424a5d85ebba97cc700930b,1791,1822,,,,,New Orleans,LA,United States of America,"29.9775, -90.0776"
1d2abdd550c834fbc95a8cf707a5c6c5a211a81746c7677c1891b446863c4a03,1791,1865,,,,,Danville,VA,United States of America,"36.5860, -79.3924"
b769c79b2765d3cc364f3305bedc5066bd8231f4a46e261a2d6168cf46410679,1791,1851,Harwich,MA,"41.66958, -70.07732",United States of America,New Bedford,MA,United States of America,"41.6355, -70.9336"
35531d041bd897715cc97237d3fa86a558b62276a670e42ddc8bf547055927e7,1791,1861,Scituate,MA,"42.19219, -70.72668",United States of America,,,,
def3c6f92c50161ae08614891e7bc12fd7fc959baeaccbb40d7d61fcf392ea35,1792,1819,,,,,Millegeville,GA,United States of America,"33.0797, -83.2331"
0fbacea9f6cc4728c0081cf1d4fd27406bd818cb19aecfac0d3ae9f2aef06e1b,1792,1855,Colbert County,NY,,United States of America,,,,
b04b6f46addd18f23c43897e9e83bb185d300887bb28c13f221d25465af67fad,1792,1825,,,,,Warwick,RI,United States of America,"41.7001, -71.4595"
8094b624bc27de8b0619e8ef40248e453f4af4e35d729d70900e36f87484e187,1792,1841,Providence,RI,"41.82442, -71.41251",United States of America,,,,
6e61e5d556e3785bcb10d0fc0affa57f56af82cc577e7af4d5b7b45f7554b219,1792,1794,Philadelphia,PA,"39.9508, -75.1643",United States of America,,,,
e5b630e26f73741bc74b05a0fdc6f2704c3f67ac66e34524e8c101152e6b7cb4,1792,1821,Barrington,RI,"41.74045, -71.31294",United States of America,Balize,,Mexico,
b4fe3853176dbc810bc349f57bcddc02a2c16c8c38a8ba793722d3676441a19d,1792,1881,Newport,RI,"41.49032, -71.31363",United States of America,,,,
2c953febd436e630f63654a2a94e82fd2c4d8017638f5a00cf72822b49a38b8a,1792,1871,Baltimore,MD,"39.2921, -76.6084",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
9c5a3e496136e41e8053c5350667217d7903b984336fbeb06ba8dea5998414c8,1792,1878,East Bridgewater,MA,"42.03285, -70.95812",United States of America,,,,
6a4cae762f16f4a34578c97530a7809b4b3dc8b885d7d259d6a068a5c93be65e,1792,1872,Taunton,MA,"41.9007, -71.0942",United States of America,Smithfield,RI,United States of America,"41.9217, -71.5481"
71408d945b1b94aa476186b106adbdc7531465f12d589b45431032c98b046d81,1793,1822,,,,,Pensacola,FL,United States of America,"30.4223, -87.2160"
307868c6da9d0a4eae41d413270a5d52020b8561bc5ab67b218cad092daef6e5,1793,1871,Brooklyn,NY,"40.6525, -73.9517",United States of America,,,,
5ba9a3e1a3961455529aa010f219e3167e6e082901c1e9c18169c0af94467911,1793,1855,Wachienhein,,"49.63668, 8.16559",Germany,,,,
e7b0a44a2f20c215e4e08843ab31f15fb521d69204a97acf6ca4e5649b55e859,1794,1821,,,,,Havana,,Cuba,"23.1366, -82.3611"
4404ef17d8d3727b0d8db155071e77110e15079cd6a7a95aa932bbf3658f1f91,1794,1832,,,,,Brooklyn,CT,United States of America,"41.78795, -71.95015"
c7fbc758a9266e13b36214cdc5dbe75df9404e389e2380a0808a011a1bb68ace,1794,1857,Providence,RI,"41.82442, -71.41251",United States of America,Warwick,RI,United States of America,"41.7001, -71.4595"
2de1f32441912b01a8469a60dc77dde17f5c0c1e9cd9b2f9165e9638f0f78e43,1794,1865,Newport,RI,"41.49032, -71.31363",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
fc8154bf826a57cf06158f3bb923a7e8ddad046043a745dff594dfbb69c020f3,1794,1834,Taunton,MA,"41.9007, -71.0942",United States of America,Indian Key West,FL,United States of America,"24.55446, -81.80171"
8141c041826a76d5b1c01ea8dfcce652faa15ffd49c5162b56e98496981e4099,1794,1842,,,,,Matanzas Island,,Cuba,"23.0453, -81.5804"
7244b90b73e26b034f31ffcf752c1668a0ecec9b63956a5d8e17da84a0a99ac3,1794,1873,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
687187e99c672da63df613ef30193e47e9097c89c62240854645f04362d043ee,1795,1853,Charleston,SC,"32.7879, -79.9379",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
64747331930d0e2d5b0d910fd6b793e95e3b1a7f92e2778a428f868d64375c7c,1795,1843,,,,,New York City,NY,United States of America,"40.7098, -74.0094"
eca4bac49e96019451393624d0458f129ddc7f43225cbe1e5cba2bc18ab2915b,1795,1869,Taunton,MA,"41.9007, -71.0942",United States of America,,,,
044ef6a99851310d6d018af5651fb8c640d8687d24ebca65b6983548018aef3f,1795,1812,New London,CT,"41.3554, -72.0992",United States of America,,,,
69b5392c7ae85b7111493eacd34b84a9407a9a36a984874df11bbe0535f7642f,1795,1846,Rochester,MA,"41.7355, -70.8220",United States of America,Mattapoisett,MA,United States of America,"41.6588, -70.8138"
cf725c56981d3ce32f04ad8cd59d920716211ca2f020998fdbdd0830f1f5a17c,1796,1872,,,,,Newport,RI,United States of America,"41.49032, -71.31363"
f42dbd176e65e1e529f0775fe6ceafa89e8e02c5741d895d76ef1e8b2da27a04,1796,1866,Philadelphia,PA,"39.9508, -75.1643",United States of America,Warwick,RI,United States of America,"41.7001, -71.4595"
7a92c7b76ce1f7f5278c3a3501d3485a8f9aedda9f18290957b35a591b2a07ad,1796,1875,,,,,Salem,MA,United States of America,"42.5199, -70.8972"
59f3cd7505c4630f4052d379d23ce8dd0254f8b7ecc7bbdd006af110b4607808,1796,1856,Worcester,MA,"42.2623, -71.8025",United States of America,,,,
53d634fae7ea91bab19b82970a8a78bbb4ddbf7029334597e81faec12a66c462,1796,1848,,,,,Boston,MA,United States of America,"42.3555, -71.0603"
c3eb4f44e8f2667abfa49bc0cfc3f524bc69771efc8fc0bd682a7c32b3a511ea,1796,1859,Franklin,MA,"42.0845, -71.4001",United States of America,Yellow Springs,OH,United States of America,"39.80471, -83.89392"
a65abf43f39ef7dbc511c087b7e42025d42c47c428e2e02a0e32b62e170f547d,1796,1868,Providence,RI,"41.82442, -71.41251",United States of America,,,,
97478744c9e9722f17a527ca3919923523040c41cb9d86d8b47e26e912d6f480,1796,1868,Westfort,unknown,,unknown,,,,
4a777b450d839af0c9b81861adcfd6563f7e81a1e55bd7624f4270a6f2c4b23c,1796,1839,,,,,Staten Island,NY,United States of America,"40.5821, -74.1481"
3f315bb275bbbb1c9d8f7da6877b78dd44bf21a00b99ba0e058d2114d6737ca5,1797,1826,,,,,Scituate,RI,United States of America,"41.7854, -71.6099"
12a43dfc3a78ccebf689085e6cd42c036f5a938aafcfaa7216794129986afe58,1797,1841,,,,,Peekskill,NY,United States of America,"41.29006, -73.92005"
96d62eb144564a76ec39c7e8394c309c5d61127a9a9048747ac3dd44bc5ce8c3,1797,1859,Newport,RI,"41.49032, -71.31363",United States of America,,,,
06294a3d29828a6364c084b07ec0a1b3f875b65323d0e384b8b69cca8b9fbd31,1797,1876,Newburyport,MA,"42.81316, -70.88053",United States of America,,,,
71e93cb2806cd4369b37e97a9466879c23133ee245455851b331253e2f4f0afa,1797,1832,,,,,Albany Street,NY,United States of America,"40.709955, -74.015826"
bbb7f79bc3d05a2041325d01bc3fcd5fa1f25a186651276dfeebf377561b09dc,1797,1822,,,,,Charlotte,NC,United States of America,"35.2254, -80.8415"
9495c75abfbb890b110f8e62c7a26e080572d9d4cca54dcffcae0d7bb5befdc5,1797,1853,Taunton,MA,"41.9007, -71.0942",United States of America,North Providence,RI,United States of America,"41.84987, -71.46598"
34af86660c11ee00ce8bc60728b8a7bdf4f6ec43b4ae625a35d5b427c50d78b1,1797,1852,,,,,Phenix,RI,United States of America,"41.71982, -71.53228"
de3e5b61ef63d824c4d264b56c77c00a9ccd8f906268db7daf4e11a500e6a72e,1798,1872,Dighton,MA,"41.81495, -71.12051",United States of America,Morrisania,NY,United States of America,"40.82927, -73.90615"
0c4c5599db3b6c554621408d73a366a8f0891bac6359364112f956bd66373124,1798,1865,Attleborough,MA,"41.92482, -71.34976",United States of America,,,,
626791906815bfcf79120eebdadc578e022aa52d07edbb9517f9f61dbbea5198,1798,1818,,,,,Savannah,GA,United States of America,"32.0773, -81.0949"
516c304d2e7b112c2b4c6531907c73cdbddd6fa69d31a437b17bed5a19dc95ea,1798,1867,Providence,RI,"41.82442, -71.41251",United States of America,,,,
8cf1e78adee812954317ab9f538ecdaa27ea15918f3031a9cc78e0b5d02493c0,1798,1829,Harwich,MA,"41.66958, -70.07732",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
cc5c09bb5c25ccbb271f0ee9d71c1e2e857dc8979e0dec70334900918947a1bc,1798,1863,Providence,RI,"41.82442, -71.41251",United States of America,,,,
f3fceac1f32694777ec134cc971958e4e6f3404267f48cf558e580de659aed06,1798,1871,Glouchester,RI,"41.9115, -71.7160",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
b523bf0735b6dd521ef010c0aff0e53610227454eae16a5f9e8ff29ca32cc2b3,1798,1872,Taunton,MA,"41.9007, -71.0942",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
a5aae2f820fbc9ec750043ceca37d50519d89fa4df46f59cf155387c2e966698,1799,1830,,,,,Baltimore,MD,United States of America,"39.2921, -76.6084"
e4a7ae1443762a599f02fb620b399fa5e5dfdb6add1e290ece5feed3b7dea1cf,1799,1877,Taunton,MA,"41.9007, -71.0942",United States of America,,,,
fe5862a8b933e5e8724c88528d97c1d73933c65bab0ff3b45c0cdb25f7f2de3d,1799,1855,Providence,RI,"41.82442, -71.41251",United States of America,Utica,NY,United States of America,"43.10061, -75.23283"
46f1dc9bf431bca1b42030642e16c5638ea7cc0b2f782ec2fb776591e26033a0,1799,1817,,,,,Glouchester,RI,United States of America,"41.9115, -71.7160"
4854d4f7e9cf4d2a875ae85c7e802b2828b0d2e9bb849252384c67ff0162b1de,1800,1837,Newburyport,MA,"42.81316, -70.88053",United States of America,,,,
2e043b5ef322c0848135937a1a588a8c75b7c6c03be9d493a4832bb730bb6d2b,1800,1858,,,,,New Orleans,LA,United States of America,"29.9775, -90.0776"
b42d05af7afff62adeddc741647cf177e670b0697b631bac3226c87ba917bf81,1800,1858,Mt Vernon,NH,,United States of America,Newport,RI,United States of America,"41.49032, -71.31363"
0e48d4546970f33c6a4c196c17d7c3981eeb4b84fc8d97bff4c031866195d49a,1800,1845,Killeling County,Tyrone,"54.694, -7.171",Ireland,,,,
4ff231f3a14be0605a6ffd379277d5ffd0aa65c5fa63df611ef347867dc18a28,1800,1835,,,,,North Providence,RI,United States of America,"41.84987, -71.46598"
e2cb00e116b48c1307b84521164bc5ea564d9806a38f1dd05d91b25578204bf2,1800,1880,Newport,RI,"41.49032, -71.31363",United States of America,,,,
9af75e96ba428193d6cb11f729193d5a39137d610038dc5f281e8162f8951269,1800,1852,Augusta,ME,"44.3155, -69.7745",United States of America,,,,
53d1fe5d5b45874c67b4d361a595f8011b7fc3006843d357d5ba15c2eb1bba6c,1800,1873,Newport,RI,"41.49032, -71.31363",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
1dfb102f6c98a955cd72da9f6fc24a2d1ea892d5ab68f5081b263fe91a217acf,1800,1857,Harwich,MA,"41.66958, -70.07732",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
